DEPTH,PERM,PHIE,PHIT,SWE_WAXMAN,SWTF_WAXMAN,well_name
5587.5,0.2515,0.125742,0.148043,1,1,well 1
5588,0.0732,0.108007,0.132876,1,1,well 1
5588.5,0.0855,0.119258,0.151876,1,1,well 1
5589,0.2525,0.135655,0.164701,1,1,well 1
5589.5,1.4546,0.152558,0.170702,1,1,well 1
5590,1.4952,0.148966,0.165524,1,1,well 1
5590.5,3.7624,0.158934,0.17215,1,1,well 1
5591,7.8692,0.173324,0.18567,1,1,well 1
5591.5,7.8116,0.171248,0.183145,1,1,well 1
5592,5.9122,0.168416,0.181293,1,1,well 1
5592.5,1.7402,0.149545,0.165148,1,1,well 1
5593,0.6649,0.137321,0.15595,1,1,well 1
5593.5,1.1456,0.139421,0.154591,1,1,well 1
5594,0.3233,0.131174,0.15383,1,1,well 1
5594.5,0.7808,0.143381,0.163249,1,1,well 1
5595,0.4258,0.14234,0.168558,1,1,well 1
5595.5,3.4458,0.159702,0.17368,1,1,well 1
5596,7.1698,0.161609,0.171836,1,1,well 1
5596.5,12.7612,0.161412,0.169038,1,1,well 1
5597,33.706,0.178131,0.184538,1,1,well 1
5597.5,57.6753,0.18647,0.192052,1,1,well 1
5598,42.3666,0.181692,0.187746,1,1,well 1
5598.5,28.1863,0.16548,0.170866,1,1,well 1
5599,9.5139,0.147728,0.154293,1,1,well 1
5599.5,4.0913,0.134684,0.142147,1,1,well 1
5600,7.3478,0.143032,0.149772,1,1,well 1
5600.5,105.734,0.182028,0.185372,1,1,well 1
5601,68.6244,0.190045,0.195456,1,1,well 1
5601.5,6.6535,0.185616,0.202543,1,1,well 1
5602,0.0086,0.084517,0.166529,1,1,well 1
5602.5,0.0006,0.041531,0.13399,1,1,well 1
5603,0.0003,0.042135,0.111087,1,1,well 1
5603.5,0.0012,0.061342,0.109902,1,1,well 1
5604,0.0159,0.087358,0.114323,1,1,well 1
5604.5,0.012,0.085038,0.113744,1,1,well 1
5605,0.0011,0.060794,0.108679,1,1,well 1
5605.5,0.0007,0.053172,0.108497,1,1,well 1
5606,0.0026,0.071332,0.122503,1,1,well 1
5606.5,0.0071,0.086526,0.130675,1,1,well 1
5607,0.0085,0.089002,0.13284,1,1,well 1
5607.5,0.0027,0.071819,0.126164,1,1,well 1
5608,0.0003,0.044305,0.103432,1,1,well 1
5608.5,0.0007,0.055072,0.104424,1,1,well 1
5609,0.0026,0.071817,0.11214,1,1,well 1
5609.5,0.0041,0.078209,0.120269,1,1,well 1
5610,0.0013,0.061192,0.114964,1,1,well 1
5610.5,0.0005,0.048404,0.107853,1,1,well 1
5611,0.002,0.067639,0.121669,1,1,well 1
5611.5,0.0097,0.091476,0.136409,1,1,well 1
5612,1.0556,0.14392,0.161261,1,1,well 1
5612.5,2.373,0.15651,0.172052,1,1,well 1
5613,4.8112,0.163762,0.176645,1,1,well 1
5613.5,1.6407,0.155904,0.174198,1,1,well 1
5614,0.9687,0.146252,0.16528,1,1,well 1
5614.5,2.2966,0.161096,0.178467,1,1,well 1
5615,1.9689,0.158566,0.176299,1,1,well 1
5615.5,6.5304,0.17683,0.191202,1,1,well 1
5616,6.6682,0.178882,0.19368,1,1,well 1
5616.5,6.913,0.182929,0.198642,1,1,well 1
5617,7.1571,0.174109,0.187142,1,1,well 1
5617.5,3.1796,0.158492,0.172571,1,1,well 1
5618,5.8208,0.157004,0.167235,1,1,well 1
5618.5,1.1277,0.142286,0.158462,1,1,well 1
5619,1.4002,0.145952,0.16181,1,1,well 1
5619.5,0.21,0.129447,0.156184,1,1,well 1
5620,0.5537,0.139144,0.160215,1,1,well 1
5620.5,0.2189,0.128965,0.154772,1,1,well 1
5621,0.0612,0.110543,0.13983,1,1,well 1
5621.5,0.0052,0.081665,0.123611,1,1,well 1
5622,0.001,0.059409,0.103792,1,1,well 1
5622.5,0.0005,0.049845,0.098899,1,1,well 1
5623,0.001,0.058959,0.105173,1,1,well 1
5623.5,0.0117,0.089921,0.125585,1,1,well 1
5624,0.0048,0.079911,0.120427,1,1,well 1
5624.5,0.0016,0.061171,0.129799,1,1,well 1
5625,0.0071,0.086323,0.140803,1,1,well 1
5625.5,0.0224,0.103582,0.146124,1,1,well 1
5626,0.0763,0.117874,0.150807,1,1,well 1
5626.5,0.0662,0.116269,0.150195,1,1,well 1
5627,0.0115,0.094719,0.14367,1,1,well 1
5627.5,0.0112,0.094299,0.143521,1,1,well 1
5628,0.0139,0.097701,0.144545,1,1,well 1
5628.5,0.0495,0.112921,0.148959,1,1,well 1
5629,0.029,0.106645,0.146931,1,1,well 1
5629.5,0.0065,0.084766,0.140132,1,1,well 1
5630,0.0065,0.084763,0.14012,1,1,well 1
5630.5,0.0058,0.082888,0.139402,1,1,well 1
5631,0.004,0.076796,0.136964,1,1,well 1
5631.5,0.0012,0.057564,0.127701,1,1,well 1
5632,0.0006,0.04814,0.12196,1,1,well 1
5632.5,0.0011,0.055453,0.12648,1,1,well 1
5633,0.002,0.065496,0.131822,1,1,well 1
5633.5,0.0017,0.062554,0.130334,1,1,well 1
5634,0.001,0.055188,0.126296,1,1,well 1
5634.5,0.0005,0.04394,0.119008,1,1,well 1
5635,0.0009,0.052409,0.124618,1,1,well 1
5635.5,0.0008,0.051672,0.124154,1,1,well 1
5636,0.001,0.054411,0.1258,1,1,well 1
5636.5,0.0006,0.047667,0.121556,1,1,well 1
5637,0.0007,0.048813,0.122304,1,1,well 1
5637.5,0.0004,0.042056,0.117564,1,1,well 1
5638,0.0004,0.040445,0.116325,1,1,well 1
5638.5,0.0002,0.032635,0.109667,1,1,well 1
5639,0.0001,0.029595,0.106698,1,1,well 1
5639.5,0.0001,0.026077,0.102933,1,1,well 1
5640,0.0001,0.022512,0.09868,1,1,well 1
5640.5,0.0001,0.023655,0.100087,1,1,well 1
5641,0.0001,0.027065,0.103999,1,1,well 1
5641.5,0.0002,0.030367,0.107425,1,1,well 1
5642,0.0002,0.030365,0.107415,1,1,well 1
5642.5,0.0001,0.029434,0.106469,1,1,well 1
5643,0.0001,0.024305,0.100822,1,1,well 1
5643.5,0.0001,0.026209,0.103008,1,1,well 1
5644,0.0002,0.034145,0.110948,1,1,well 1
5644.5,0.0018,0.063953,0.13082,1,1,well 1
5645,0.0103,0.092918,0.142683,1,1,well 1
5645.5,0.1749,0.126988,0.154255,1,1,well 1
5646,0.1427,0.124744,0.153239,1,1,well 1
5646.5,0.2714,0.131774,0.156518,1,1,well 1
5647,0.075,0.117573,0.150272,1,1,well 1
5647.5,0.913,0.14487,0.163662,1,1,well 1
5648,2.3944,0.155319,0.170263,1,1,well 1
5648.5,5.2957,0.164069,0.176326,1,1,well 1
5649,0.6702,0.141521,0.161684,1,1,well 1
5649.5,0.058,0.114648,0.149134,1,1,well 1
5650,0.01,0.092469,0.142424,1,1,well 1
5650.5,0.0098,-999.25,-999.25,1,-999.25,well 1
5651,0.0383,-999.25,-999.25,1,-999.25,well 1
5651.5,0.1614,-999.25,-999.25,1,-999.25,well 1
5652,3.101,-999.25,-999.25,0.8785,-999.25,well 1
5652.5,6.4476,-999.25,-999.25,0.5562,-999.25,well 1
5653,3.4598,-999.25,-999.25,0.4907,-999.25,well 1
5653.5,0.063,-999.25,-999.25,0.8666,-999.25,well 1
5654,0.0015,-999.25,-999.25,1,-999.25,well 1
5654.5,0.0001,-999.25,-999.25,1,-999.25,well 1
5655,0.0001,-999.25,-999.25,1,-999.25,well 1
5655.5,0,0.018859,0.093481,1,1,well 1
5656,0.0001,0.027467,0.104158,1,1,well 1
5656.5,0.0001,0.027034,0.103679,1,1,well 1
5657,0.0001,0.023627,0.099752,1,1,well 1
5657.5,0.0001,0.027032,0.103659,1,1,well 1
5658,0.0002,0.033596,0.110186,1,1,well 1
5658.5,0.0004,0.043439,0.118176,1,1,well 1
5659,0.0004,0.040381,0.115869,1,1,well 1
5659.5,0.0004,0.040578,0.116012,1,1,well 1
5660,0.0008,0.051818,0.123755,1,1,well 1
5660.5,0.0022,0.066865,0.131919,1,1,well 1
5661,0.0021,0.065952,0.131468,1,1,well 1
5661.5,0.0022,0.06686,0.131895,1,1,well 1
5662,0.0025,0.06934,0.133052,1,1,well 1
5662.5,0.012,0.095678,0.143213,1,1,well 1
5663,0.2551,0.130963,0.155832,1,1,well 1
5663.5,0.7134,0.142042,0.161765,1,1,well 1
5664,0.845,0.143856,0.16282,0.8913,0.9039,well 1
5664.5,0.481,0.137794,0.159359,0.9069,0.9195,well 1
5665,0.5614,0.13945,0.160267,0.9075,0.9195,well 1
5665.5,0.3301,0.133726,0.157182,1,1,well 1
5666,0.1011,0.120803,0.151182,1,1,well 1
5666.5,0.012,0.095644,0.143116,1,1,well 1
5667,0.008,0.088731,0.140768,1,1,well 1
5667.5,0.0024,0.068369,0.132486,1,1,well 1
5668,0.0007,0.050103,0.122521,1,1,well 1
5668.5,0.0003,0.037479,0.113359,1,1,well 1
5669,0.0005,0.046205,0.119925,1,1,well 1
5669.5,0.0012,0.057661,0.126985,1,1,well 1
5670,0.0032,0.073172,0.134604,1,1,well 1
5670.5,0.0025,0.069293,0.132853,1,1,well 1
5671,0.0013,0.058734,0.127546,1,1,well 1
5671.5,0.0005,0.046197,0.119869,1,1,well 1
5672,0.0003,0.040342,0.115587,1,1,well 1
5672.5,0.0003,0.038787,0.114349,1,1,well 1
5673,0.0007,0.048911,0.121654,1,1,well 1
5673.5,0.0008,0.052009,0.123603,1,1,well 1
5674,0.0009,0.053745,0.124642,1,1,well 1
5674.5,0.0005,0.044446,0.118587,1,1,well 1
5675,0.0008,0.050791,0.122816,1,1,well 1
5675.5,0.0009,0.053487,0.124458,1,1,well 1
5676,0.0024,0.068634,0.132434,1,1,well 1
5676.5,0.0056,0.082568,0.138301,1,1,well 1
5677,0.0568,0.114273,0.148436,1,1,well 1
5677.5,0.3795,0.135119,0.157711,1,1,well 1
5678,0.397,0.1356,0.157958,1,1,well 1
5678.5,0.6461,0.140819,0.160836,1,1,well 1
5679,0.2547,0.130809,0.15548,1,1,well 1
5679.5,0.0463,0.111917,0.14755,1,1,well 1
5680,0.0018,0.064066,0.130147,1,1,well 1
5680.5,0.0008,0.05101,0.122844,1,1,well 1
5681,0.0015,0.0609,0.128503,1,1,well 1
5681.5,0.006,0.084018,0.138744,1,1,well 1
5682,0.0072,0.087058,0.139849,1,1,well 1
5682.5,0.0014,0.060333,0.128173,1,1,well 1
5683,0.0003,0.037998,0.113508,1,1,well 1
5683.5,0,0.017747,0.091349,1,1,well 1
5684,0,0.017434,0.090866,1,1,well 1
5684.5,0.0001,0.027993,0.104192,1,1,well 1
5685,0.0003,0.038941,0.114232,1,1,well 1
5685.5,0.0004,0.041296,0.116058,1,1,well 1
5686,0.0001,0.026126,0.102134,1,1,well 1
5686.5,0.0001,0.028732,0.104929,1,1,well 1
5687,0.0001,0.023573,0.099142,1,1,well 1
5687.5,0.0001,0.02306,0.098505,1,1,well 1
5688,0,0.017637,0.091103,1,1,well 1
5688.5,0,0.015158,0.087142,1,1,well 1
5689,0,0.018163,0.091872,1,1,well 1
5689.5,0,0.015632,0.087914,1,1,well 1
5690,0.0001,0.02109,0.095944,1,1,well 1
5690.5,0.0001,0.023055,0.098444,1,1,well 1
5691,0.0001,0.025289,0.101094,1,1,well 1
5691.5,0,0.017841,0.09135,1,1,well 1
5692,0,0.017946,0.091497,1,1,well 1
5692.5,0.0001,0.030251,0.106357,1,1,well 1
5693,0.0005,0.045028,0.118635,1,1,well 1
5693.5,0.0004,0.04107,0.115731,1,1,well 1
5694,0.0001,0.030404,0.106481,1,1,well 1
5694.5,0.0003,0.037591,0.112953,1,1,well 1
5695,0.0004,0.042077,0.116461,1,1,well 1
5695.5,0.0009,0.054159,0.124456,1,1,well 1
5696,0.0013,0.05889,0.127123,1,1,well 1
5696.5,0.0019,0.064867,0.130205,1,1,well 1
5697,0.0012,0.058342,0.126804,1,1,well 1
5697.5,0.0002,0.03648,0.111966,1,1,well 1
5698,0.0002,0.031997,0.107946,1,1,well 1
5698.5,0.0001,0.029159,0.105145,1,1,well 1
5699,0.0001,0.028855,0.104824,1,1,well 1
5699.5,0.0003,0.036656,0.112077,1,1,well 1
5700,0.0004,0.043933,0.117722,1,1,well 1
5700.5,0.0005,0.044786,0.118318,1,1,well 1
5701,0.0006,0.046981,0.119822,1,1,well 1
5701.5,0.0004,0.041447,0.115862,1,1,well 1
5702,0.0002,0.03434,0.110023,1,1,well 1
5702.5,0.0001,0.030858,0.106767,1,1,well 1
5703,0.0002,0.035744,0.111233,1,1,well 1
5703.5,0.001,0.055663,0.12517,1,1,well 1
5704,0.0008,0.052622,0.123367,1,1,well 1
5704.5,0.0008,0.051639,0.122756,1,1,well 1
5705,0.0006,0.048099,0.120488,1,1,well 1
5705.5,0.0008,0.052369,0.123183,1,1,well 1
5706,0.0011,0.056435,0.12556,1,1,well 1
5706.5,0.0054,0.082357,0.137583,1,1,well 1
5707,0.0234,0.103888,0.144409,1,1,well 1
5707.5,0.032,0.107571,0.145519,1,1,well 1
5708,0.0108,0.094044,0.141694,1,1,well 1
5708.5,0.0027,0.070985,0.132834,1,1,well 1
5709,0.0012,0.057481,0.126085,1,1,well 1
5709.5,0.0021,0.066905,0.130926,1,1,well 1
5710,0.0046,0.079322,0.139234,1,1,well 1
5710.5,0.0007,0.042262,0.138121,1,1,well 1
5711,0.0007,0.044945,0.133569,1,1,well 1
5711.5,0.0012,0.055856,0.130085,1,1,well 1
5712,0.0076,0.085842,0.124047,1,1,well 1
5712.5,0.0318,0.094635,0.118215,1,1,well 1
5713,0.0314,0.093255,0.115916,1,1,well 1
5713.5,0.0044,0.079114,0.118421,1,1,well 1
5714,0.0008,0.053278,0.11965,1,1,well 1
5714.5,0.0002,0.026482,0.120245,1,1,well 1
5715,0.0002,0.026133,0.118204,1,1,well 1
5715.5,0.0002,0.025624,0.116176,1,1,well 1
5716,0.0002,0.033666,0.11326,1,1,well 1
5716.5,0.0005,0.047411,0.110846,1,1,well 1
5717,0.0024,0.070398,0.106967,1,1,well 1
5717.5,0.0074,0.077566,0.103761,1,1,well 1
5718,0.0044,0.07426,0.104706,1,1,well 1
5718.5,0.0016,0.066509,0.106732,1,1,well 1
5719,0.0009,0.058125,0.10757,1,1,well 1
5719.5,0.0006,0.05327,0.107854,1,1,well 1
5720,0.0008,0.056579,0.107024,1,1,well 1
5720.5,0.0021,0.068595,0.104472,1,1,well 1
5721,0.003,0.07091,0.103215,1,1,well 1
5721.5,0.0018,0.067227,0.104036,1,1,well 1
5722,0.0009,0.057727,0.105333,1,1,well 1
5722.5,0.004,0.078521,0.124219,1,1,well 1
5723,0.0053,0.082625,0.133779,1,1,well 1
5723.5,0.0085,0.090335,0.137924,1,1,well 1
5724,0.0108,0.089789,0.125786,1,1,well 1
5724.5,0.0009,0.05837,0.100219,1,1,well 1
5725,0.0001,0.03545,0.087333,1,1,well 1
5725.5,0.0001,0.034233,0.093763,1,1,well 1
5726,0.0006,0.049622,0.116428,1,1,well 1
5726.5,0.0004,0.045481,0.112017,1,1,well 1
5727,0.0003,0.042264,0.107513,1,1,well 1
5727.5,0.0003,0.041517,0.103892,1,1,well 1
5728,0.0002,0.034328,0.107229,1,1,well 1
5728.5,0.0002,0.034504,0.110855,1,1,well 1
5729,0,0.019381,0.093469,1,1,well 1
5729.5,0.0002,0.031958,0.107508,1,1,well 1
5730,0.0003,0.037778,0.111662,1,1,well 1
5730.5,0.0004,0.042803,0.112332,1,1,well 1
5731,0.0002,0.036252,0.103383,1,1,well 1
5731.5,0.0002,0.033219,0.107361,1,1,well 1
5732,0.0003,0.037311,0.116525,1,1,well 1
5732.5,0.0013,0.05746,0.133865,1,1,well 1
5733,0.0337,0.109012,0.147625,1,1,well 1
5733.5,1.3498,0.150914,0.168338,1,1,well 1
5734,5.1541,0.15915,0.170114,1,1,well 1
5734.5,1.3815,0.135417,0.147612,1,1,well 1
5735,0.1322,0.099885,0.114165,1,1,well 1
5735.5,0.0043,0.070524,0.096209,1,1,well 1
5736,0.0066,0.078959,0.108586,1,1,well 1
5736.5,0.0002,0.03832,0.095643,1,1,well 1
5737,0.0004,0.043055,0.112307,1,1,well 1
5737.5,0.0002,0.030651,0.120789,1,1,well 1
5738,0.0007,0.043318,0.13626,1,1,well 1
5738.5,0.0001,0.027411,0.103248,1,1,well 1
5739,0.0001,0.026235,0.085132,1,1,well 1
5739.5,0.0001,0.034651,0.09371,1,1,well 1
5740,0.0002,0.040332,0.096626,1,1,well 1
5740.5,0.0005,0.05017,0.098954,1,1,well 1
5741,0.0004,0.049654,0.093851,1,1,well 1
5741.5,0.0012,0.063255,0.103306,1,1,well 1
5742,0.001,0.060491,0.099892,1,1,well 1
5742.5,0.0007,0.055343,0.096814,1,1,well 1
5743,0.0003,0.047829,0.086357,1,1,well 1
5743.5,0.0003,0.044951,0.088237,1,1,well 1
5744,0.0004,0.048814,0.093995,1,1,well 1
5744.5,0.0007,0.054168,0.104668,1,1,well 1
5745,0.0017,0.066982,0.114312,1,1,well 1
5745.5,0.0013,0.06309,0.109774,1,1,well 1
5746,0.0004,0.050186,0.098957,1,1,well 1
5746.5,0,0.028251,0.074615,1,1,well 1
5747,0.0001,0.032779,0.081434,1,1,well 1
5747.5,0.0458,-999.25,-999.25,1,-999.25,well 1
5748,228.0258,-999.25,-999.25,0.5274,-999.25,well 1
5748.5,50399.6094,-999.25,-999.25,0.2853,-999.25,well 1
5749,94827.6875,-999.25,-999.25,0.2776,-999.25,well 1
5749.5,69309.3984,-999.25,-999.25,0.3235,-999.25,well 1
5750,0.0797,-999.25,-999.25,0.6416,-999.25,well 1
5750.5,0.0004,0.01541,0.158069,1,1,well 1
5751,0.0003,0.025249,0.133,1,1,well 1
5751.5,0,0.018884,0.098307,1,1,well 1
5752,0,0.017133,0.092626,1,1,well 1
5752.5,0.0001,0.020689,0.108768,1,1,well 1
5753,0,0.013316,0.095496,1,1,well 1
5753.5,0,0.012402,0.090909,1,1,well 1
5754,0,0.006093,0.063485,1,1,well 1
5754.5,0,0.008342,0.070164,1,1,well 1
5755,0,0.005281,0.060057,1,1,well 1
5755.5,0,0.006875,0.070484,1,1,well 1
5756,0,0.013017,0.089613,1,1,well 1
5756.5,0.0001,0.01987,0.10414,1,1,well 1
5757,0.0001,0.024146,0.109613,1,1,well 1
5757.5,0.0002,0.027496,0.115155,1,1,well 1
5758,0.0003,0.028839,0.126883,1,1,well 1
5758.5,0.0001,0.018779,0.11252,1,1,well 1
5759,0,0.009532,0.097107,1,1,well 1
5759.5,0,0.005565,0.073123,1,1,well 1
5760,0,0.008659,0.083192,1,1,well 1
5760.5,0,0.014038,0.097759,1,1,well 1
5761,0,0.011813,0.103895,1,1,well 1
5761.5,0.0001,0.013274,0.118831,1,1,well 1
5762,0.0001,0.016599,0.118535,1,1,well 1
5762.5,0.0001,0.020895,0.117003,1,1,well 1
5763,0.0001,0.018098,0.117263,1,1,well 1
5763.5,0,0.014163,0.103638,1,1,well 1
5764,0.0001,0.017867,0.113751,1,1,well 1
5764.5,0,0.014538,0.09177,1,1,well 1
5765,0,0.012255,0.088574,1,1,well 1
5765.5,0,0.011564,0.086313,1,1,well 1
5766,0,0.013752,0.095445,1,1,well 1
5766.5,0.0003,0.036009,0.122667,1,1,well 1
5767,0.0008,-999.25,-999.25,1,-999.25,well 1
5767.5,6889.5459,-999.25,-999.25,0.45,-999.25,well 1
5768,296928.9375,-999.25,-999.25,0.2349,-999.25,well 1
5768.5,1381286.875,-999.25,-999.25,0.132,-999.25,well 1
5769,2663689.5,-999.25,-999.25,0.0756,-999.25,well 1
5769.5,2809328.25,-999.25,-999.25,0.0601,-999.25,well 1
5770,1726092.125,-999.25,-999.25,0.1106,-999.25,well 1
5770.5,195666.2813,-999.25,-999.25,0.2158,-999.25,well 1
5771,0.019,-999.25,-999.25,1,-999.25,well 1
5771.5,0.0002,-999.25,-999.25,1,-999.25,well 1
5772,0,0.00416,0.076928,1,1,well 1
5772.5,0,0.007905,0.073878,1,1,well 1
5773,0,0.013827,0.077546,1,1,well 1
5773.5,0.0001,0.02132,0.09562,1,1,well 1
5774,0.0001,0.023564,0.095319,1,1,well 1
5774.5,0.0001,0.02875,0.097033,1,1,well 1
5775,0,0.021532,0.089609,1,1,well 1
5775.5,0,0.018143,0.091273,1,1,well 1
5776,0,0.012839,0.086125,1,1,well 1
5776.5,0,0.01788,0.096071,1,1,well 1
5777,0.0001,0.023819,0.108441,1,1,well 1
5777.5,0.0001,0.017833,0.105583,1,1,well 1
5778,0.0001,0.018034,0.100848,1,1,well 1
5778.5,0,0.012654,0.088522,1,1,well 1
5779,0,0.011155,0.086379,1,1,well 1
5779.5,0,0.012379,0.094419,1,1,well 1
5780,0.0003,0.029723,0.124459,1,1,well 1
5780.5,0.0023,0.062514,0.147863,1,1,well 1
5781,0.0018,0.053215,0.155729,1,1,well 1
5781.5,0.0002,0.022476,0.128559,1,1,well 1
5782,0,0.009993,0.099386,1,1,well 1
5782.5,0,0.01471,0.089382,1,1,well 1
5783,0.0002,0.034868,0.099901,1,1,well 1
5783.5,0.0094,0.082612,0.110343,1,1,well 1
5784,0.1292,0.103751,0.119565,1,1,well 1
5784.5,0.961,0.123441,0.134148,1,1,well 1
5785,1.5161,0.129509,0.139543,1,1,well 1
5785.5,1.3125,0.12607,0.135953,1,1,well 1
5786,0.6382,0.114376,0.124662,1,1,well 1
5786.5,0.3952,0.110413,0.121923,1,1,well 1
5787,0.9608,0.121347,0.131513,1,1,well 1
5787.5,1.821,0.129792,0.139059,0.9054,0.9117,well 1
5788,3.1704,0.130385,0.137579,0.8986,0.9039,well 1
5788.5,1.6692,0.122041,0.130032,0.9391,0.9428,well 1
5789,0.7511,0.11462,0.124224,1,1,well 1
5789.5,0.3702,0.109301,0.1208,1,1,well 1
5790,0.6147,0.116413,0.127415,1,1,well 1
5790.5,3.1038,0.136999,0.1455,0.865,0.8729,well 1
5791,5.8852,0.149852,0.158152,0.8248,0.834,well 1
5791.5,3.655,0.143733,0.152881,0.8565,0.8651,well 1
5792,0.6763,0.122753,0.135072,1,1,well 1
5792.5,0.7892,0.124136,0.136014,0.9203,0.9273,well 1
5793,2.1154,0.136445,0.146507,0.8551,0.8651,well 1
5793.5,2.1821,0.138615,0.149029,0.8299,0.8418,well 1
5794,1.1492,0.12903,0.14027,0.8956,0.9039,well 1
5794.5,0.4353,0.118724,0.132315,1,1,well 1
5795,0.676,0.122761,0.135073,1,1,well 1
5795.5,2.4667,0.139924,0.150043,0.8553,0.8651,well 1
5796,1.5151,0.1348,0.146107,0.8875,0.8962,well 1
5796.5,1.6639,0.137066,0.148466,0.8875,0.8962,well 1
5797,0.35,0.118124,0.132882,1,1,well 1
5797.5,1.2772,0.130312,0.141335,0.938,0.9428,well 1
5798,1.1757,0.12802,0.138868,1,1,well 1
5798.5,1.0438,0.123621,0.133929,1,1,well 1
5799,1.3076,0.123963,0.13333,1,1,well 1
5799.5,1.0349,0.119356,0.128671,1,1,well 1
5800,2.439,0.130175,0.138282,1,1,well 1
5800.5,0.7439,0.121991,0.133542,1,1,well 1
5801,0.7117,0.121901,0.133658,1,1,well 1
5801.5,0.433,0.11372,0.125698,1,1,well 1
5802,0.9166,0.119195,0.128996,1,1,well 1
5802.5,0.3696,0.109337,0.120805,1,1,well 1
5803,0.2233,0.103265,0.115442,1,1,well 1
5803.5,0.0879,0.090419,0.103074,1,1,well 1
5804,0.1285,0.09519,0.107542,1,1,well 1
5804.5,0.0711,0.08707,0.099591,1,1,well 1
5805,0.1896,0.09792,0.109187,1,1,well 1
5805.5,0.598,0.10682,0.115446,1,1,well 1
5806,2.1153,0.1245,0.13204,1,1,well 1
5806.5,2.1041,0.123411,0.130765,1,1,well 1
5807,3.0119,0.128144,0.135082,1,1,well 1
5807.5,3.9237,0.128284,0.134366,1,1,well 1
5808,6.6464,0.136518,0.142193,1,1,well 1
5808.5,5.8039,0.134179,0.139931,1,1,well 1
5809,19.3244,0.147065,0.151065,0.8933,0.8962,well 1
5809.5,46.1176,0.157536,0.160477,0.8467,0.8495,well 1
5810,40.6958,0.156421,0.159547,0.8624,0.8651,well 1
5810.5,27.3649,0.154144,0.158013,0.8697,0.8729,well 1
5811,30.1821,0.155279,0.159017,0.8459,0.8495,well 1
5811.5,58.4188,0.159824,0.162438,0.8313,0.834,well 1
5812,31.9532,0.150529,0.153657,0.894,0.8962,well 1
5812.5,11.0387,0.135373,0.139468,1,1,well 1
5813,13.9588,0.140051,0.14409,1,1,well 1
5813.5,28.2266,0.154144,0.15793,0.8936,0.8962,well 1
5814,16.5742,0.150602,0.15542,0.9249,0.9273,well 1
5814.5,3.504,0.132751,0.139941,1,1,well 1
5815,1.9903,0.121153,0.128264,1,1,well 1
5815.5,1.0643,0.11508,0.12328,1,1,well 1
5816,2.1529,0.124535,0.131993,1,1,well 1
5816.5,1.421,0.125221,0.134461,1,1,well 1
5817,0.5152,0.113093,0.123942,1,1,well 1
5817.5,0.2946,0.110914,0.124068,1,1,well 1
5818,0.6192,0.124618,0.137923,1,1,well 1
5818.5,3.7566,0.14922,0.159315,0.8725,0.8806,well 1
5819,3.6715,0.153377,0.164526,0.9053,0.9117,well 1
5819.5,4.5187,0.152776,0.162742,1,1,well 1
5820,2.1296,0.143864,0.155606,1,1,well 1
5820.5,5.9847,0.149937,0.158109,1,1,well 1
5821,3.5987,0.141614,0.150324,1,1,well 1
5821.5,4.1898,0.143992,0.152525,1,1,well 1
5822,1.0849,0.133068,0.145637,1,1,well 1
5822.5,1.5189,0.138979,0.151296,1,1,well 1
5823,2.8856,0.150758,0.162567,0.9216,0.9273,well 1
5823.5,2.5027,0.143158,0.153864,1,1,well 1
5824,2.9312,0.142419,0.152192,1,1,well 1
5824.5,1.2041,0.127115,0.137529,1,1,well 1
5825,3.5972,0.141623,0.150325,1,1,well 1
5825.5,0.6792,0.124875,0.137683,1,1,well 1
5826,1.6524,0.133984,0.144546,1,1,well 1
5826.5,1.4201,0.13369,0.144941,1,1,well 1
5827,2.2435,0.142942,0.154146,0.9341,0.9389,well 1
5827.5,1.4302,0.137806,0.150121,1,1,well 1
5828,0.984,0.127752,0.139335,1,1,well 1
5828.5,2.1667,0.13011,0.138598,1,1,well 1
5829,2.4432,0.132434,0.140902,1,1,well 1
5829.5,3.2082,0.139309,0.148022,1,1,well 1
5830,7.137,0.14907,0.156386,1,1,well 1
5830.5,6.4912,0.147839,0.155305,1,1,well 1
5831,5.1791,0.144258,0.151969,1,1,well 1
5831.5,0.9488,0.126685,0.138154,1,1,well 1
5832,0.9076,0.126594,0.13827,1,1,well 1
5832.5,0.5918,0.121589,0.134143,1,1,well 1
5833,0.5976,0.119591,0.131487,1,1,well 1
5833.5,1.885,0.133198,0.142929,1,1,well 1
5834,4.1501,0.146181,0.155144,1,1,well 1
5834.5,14.3397,0.168722,0.176507,0.867,0.8729,well 1
5835,8.4811,0.161367,0.170096,0.8987,0.9039,well 1
5835.5,4.2268,0.154799,0.165487,0.9222,0.9273,well 1
5836,3.9106,0.149338,0.159212,1,1,well 1
5836.5,1.9698,0.137514,0.148029,1,1,well 1
5837,1.6095,0.135036,0.145951,1,1,well 1
5837.5,0.3823,0.125089,0.141767,1,1,well 1
5838,0.6523,0.139032,0.15726,1,1,well 1
5838.5,1.4973,0.146921,0.16165,0.9114,0.9195,well 1
5839,0.6897,0.129909,0.1442,1,1,well 1
5839.5,0.2332,0.112295,0.127326,1,1,well 1
5840,0.2034,0.11282,0.129031,1,1,well 1
5840.5,0.6121,0.127622,0.141902,1,1,well 1
5841,0.2548,0.11995,0.137587,1,1,well 1
5841.5,0.1876,0.119535,0.139691,1,1,well 1
5842,0.9651,0.138695,0.153709,1,1,well 1
